GA,draft,draft_pick,draft_round,inactive,matches,player,year
False,Supplemental Draft,0.2027027027,1,True,0,Kevin Durr,2013
False,Supplemental Draft,0.0945945946,1,True,0,Hakan Ilhan,2013
False,Supplemental Draft,0.2432432432,1,True,0,Paul Islas,2013
False,Supplemental Draft,0.1891891892,1,False,74,Adam Jahn,2013
False,Supplemental Draft,0.1081081081,1,True,0,Reed Matte,2013
False,Supplemental Draft,0.1216216216,1,True,0,Adam Mena,2013
False,Supplemental Draft,0.027027027,1,True,0,David Meves,2013
False,Supplemental Draft,0.0675675676,1,True,0,Andy Riemer,2013
False,Supplemental Draft,0.1351351351,1,True,0,Michael Rose,2013
False,Supplemental Draft,0.0405405405,1,True,0,Jossimar Sánchez,2013
False,Supplemental Draft,0.1486486486,1,True,0,Eric Schoenle,2013
False,Supplemental Draft,0.2567567568,2,True,0,Ashton Bennett,2013
False,Supplemental Draft,0.4324324324,2,True,0,Mitchell Cárdenas,2013
False,Supplemental Draft,0.4459459459,2,True,0,Marc Cintron,2013
False,Supplemental Draft,0.4054054054,2,True,0,Adam Clement,2013
False,Supplemental Draft,0.4189189189,2,True,0,Ben Fisk,2013
False,Supplemental Draft,0.2702702703,2,True,0,Joe Franco,2013
False,Supplemental Draft,0.3918918919,2,True,0,John Gallagher,2013
False,Supplemental Draft,0.5,2,True,0,José Gómez,2013
False,Supplemental Draft,0.3243243243,2,True,1,Brenton Griffiths,2013
False,Supplemental Draft,0.2837837838,2,True,0,Chris Hegngi,2013
False,Supplemental Draft,0.3513513514,2,True,0,Jordan LeBlanc,2013
False,Supplemental Draft,0.3108108108,2,True,0,Mark Linnville,2013
False,Supplemental Draft,0.4594594595,2,True,0,Kevin Olali,2013
False,Supplemental Draft,0.4864864865,2,True,0,Stefano Pinho,2013
False,Supplemental Draft,0.472972973,2,True,0,Evan Raynr,2013
False,Supplemental Draft,0.3783783784,2,True,0,Brian Rogers,2013
False,Supplemental Draft,0.2972972973,2,True,0,Chris Thomas,2013
False,Supplemental Draft,0.3648648649,2,True,0,Daniel Withrow,2013
False,Supplemental Draft,0.3378378378,2,True,0,Kyle Zobeck,2013
False,Supplemental Draft,0.6216216216,3,True,0,Juan Arbelaez,2013
False,Supplemental Draft,0.6486486486,3,True,0,James Belshaw,2013
False,Supplemental Draft,0.5810810811,3,True,0,Machael David,2013
False,Supplemental Draft,0.5540540541,3,True,0,Alex DeJohn,2013
False,Supplemental Draft,0.6081081081,3,True,0,Luciano Delbono,2013
False,Supplemental Draft,0.6756756757,3,True,0,Stephane Diop,2013
False,Supplemental Draft,0.6891891892,3,True,0,Brian Fekete,2013
False,Supplemental Draft,0.6621621622,3,True,0,Brock Granger,2013
False,Supplemental Draft,0.5675675676,3,True,0,Jake Keegan,2013
False,Supplemental Draft,0.7027027027,3,True,0,Colin Mitchell,2013
False,Supplemental Draft,0.7162162162,3,True,0,Lebogang Moloto,2013
False,Supplemental Draft,0.6351351351,3,True,0,Joshua Patterson,2013
False,Supplemental Draft,0.5135135135,3,True,0,Nik Robson,2013
False,Supplemental Draft,0.7432432432,3,True,0,Nic Ryan,2013
False,Supplemental Draft,0.5945945946,3,True,0,Cam Wilder,2013
False,Supplemental Draft,0.8378378378,4,True,0,Marcello Castro,2013
False,Supplemental Draft,0.8243243243,4,False,32,Leo Fernandes,2013
False,Supplemental Draft,0.9054054054,4,True,0,Caleb Konstanski,2013
False,Supplemental Draft,0.8108108108,4,True,0,Gabe Latigue,2013
False,Supplemental Draft,0.9594594595,4,True,0,Peter McGlynn,2013
False,Supplemental Draft,0.7702702703,4,True,1,Taylor Morgan,2013
False,Supplemental Draft,0.8513513514,4,True,0,T.J. Nelson,2013
False,Supplemental Draft,0.9459459459,4,True,0,Mike Reidy,2013
False,Supplemental Draft,0.972972973,4,True,0,Jennings Rex,2013
False,Supplemental Draft,0.9324324324,4,True,0,Andrew Ribeiro,2013
False,Supplemental Draft,0.8783783784,4,True,0,Shawn Sloan,2013
False,Supplemental Draft,1,4,True,0,Yannick Smith,2013
False,Supplemental Draft,0.8918918919,4,True,0,Alejandro Sucre,2013
False,Supplemental Draft,0.9864864865,4,True,0,Philip Suprise,2013
False,Supplemental Draft,0.9189189189,4,True,0,Max Wasserman,2013
False,SuperDraft,0.027027027,1,True,51,Carlos Álvarez,2013
False,SuperDraft,0.0540540541,1,False,58,Kyle Bekker,2013
True,SuperDraft,0.1351351351,1,True,62,Deshorn Brown,2013
True,SuperDraft,0,1,False,129,Andrew Farrell,2013
False,SuperDraft,0.2162162162,1,True,30,Ryan Finley,2013
False,SuperDraft,0.1081081081,1,False,78,Erik Hurtado,2013
True,SuperDraft,0.3243243243,1,True,41,Jason Johnson,2013
False,SuperDraft,0.4324324324,1,False,79,Taylor Kemp,2013
True,SuperDraft,0.3513513514,1,False,29,Mikey López,2013
True,SuperDraft,0.0810810811,1,False,98,Kekuta Manneh,2013
False,SuperDraft,0.4594594595,1,True,0,Fernando Monge,2013
False,SuperDraft,0.3783783784,1,True,0,Tommy Muller,2013
False,SuperDraft,0.2702702703,1,False,121,Dillon Powers,2013
False,SuperDraft,0.4864864865,1,True,4,Charlie Rugg,2013
False,SuperDraft,0.1891891892,1,True,19,Blake Smith,2013
False,SuperDraft,0.2972972973,1,False,48,John Stertzer,2013
False,SuperDraft,0.4054054054,1,False,1,Emery Welshman,2013
True,SuperDraft,0.2432432432,1,False,55,Eriq Zavaleta,2013
True,SuperDraft,0.1621621622,1,False,67,Walker Zimmerman,2013
False,SuperDraft,0.6756756757,2,True,1,Don Anding,2013
False,SuperDraft,0.7837837838,2,True,3,Yazid Atouba,2013
False,SuperDraft,0.7297297297,2,True,0,Drew Beckie,2013
False,SuperDraft,0.5675675676,2,True,3,Ian Christianson,2013
False,SuperDraft,1,2,True,28,Greg Cochrane,2013
False,SuperDraft,0.8648648649,2,True,0,Dan Delgado,2013
False,SuperDraft,0.7027027027,2,True,0,Paolo DelPiccolo,2013
False,SuperDraft,0.5135135135,2,False,73,Ryan Hollingshead,2013
False,SuperDraft,0.6486486486,2,True,0,Kory Kindle,2013
False,SuperDraft,0.972972973,2,True,0,Jimmy Nealis,2013
False,SuperDraft,0.8108108108,2,True,0,Stephen Okai,2013
False,SuperDraft,0.6216216216,2,False,40,Kofi Opare,2013
False,SuperDraft,0.9189189189,2,False,44,Dylan Remick,2013
False,SuperDraft,0.7567567568,2,False,74,Devon Sandoval,2013
False,SuperDraft,0.5405405405,2,False,5,Donnie Smith,2013
False,SuperDraft,0.9459459459,2,True,0,Luís Soffner,2013
False,SuperDraft,0.5945945946,2,True,0,Luke Spencer,2013
False,SuperDraft,0.8378378378,2,False,2,Brad Stuver,2013
False,SuperDraft,0.8918918919,2,True,0,Dylan Tucker-Gangnes,2013
False,SuperDraft,0.0657894737,1,False,85,Tesho Akindele,2014
False,SuperDraft,0.0131578947,1,False,69,Steve Birnbaum,2014
True,SuperDraft,0,1,False,39,Andre Blake,2014
True,SuperDraft,0.1973684211,1,True,26,A.J. Cochran,2014
True,SuperDraft,0.0263157895,1,False,9,Christian Dean,2014
False,SuperDraft,0.1578947368,1,True,0,Marco Franco,2014
False,SuperDraft,0.1184210526,1,False,53,Nick Hagglund,2014
True,SuperDraft,0.1447368421,1,False,46,Marlon Hairston,2014
False,SuperDraft,0.1052631579,1,True,39,J.J. Koval,2014
False,SuperDraft,0.0789473684,1,True,0,Andre Lewis,2014
True,SuperDraft,0.0921052632,1,False,0,Damion Lowe,2014
True,SuperDraft,0.0526315789,1,False,56,Eric Miller,2014
False,SuperDraft,0.1315789474,1,False,65,Patrick Mullins,2014
False,SuperDraft,0.2236842105,1,True,0,Ryan Neil,2014
False,SuperDraft,0.0394736842,1,False,36,Steve Neumann,2014
False,SuperDraft,0.1842105263,1,False,30,Pedro Ribeiro,2014
False,SuperDraft,0.1710526316,1,True,0,Ben Sweat,2014
True,SuperDraft,0.2105263158,1,True,0,Schillo Tshuma,2014
False,SuperDraft,0.2368421053,1,True,1,Grant Van De Casteele,2014
False,SuperDraft,0.4473684211,2,False,5,John Berner,2014
False,SuperDraft,0.3157894737,2,True,0,Kevin Cope,2014
False,SuperDraft,0.3421052632,2,True,0,Robbie Derschang,2014
False,SuperDraft,0.3815789474,2,True,0,Mamadou Diouf,2014
False,SuperDraft,0.2763157895,2,False,59,Chris Duvall,2014
False,SuperDraft,0.4868421053,2,True,0,Adnan Gabeljic,2014
False,SuperDraft,0.4605263158,2,False,0,Aaron Long,2014
False,SuperDraft,0.3026315789,2,False,41,Daniel Lovitz,2014
False,SuperDraft,0.4736842105,2,True,0,George Malki,2014
False,SuperDraft,0.25,2,False,55,Thomas McNamara,2014
False,SuperDraft,0.3684210526,2,True,0,Víctor Muñoz,2014
False,SuperDraft,0.2631578947,2,False,1,Jimmy Ockford,2014
False,SuperDraft,0.3289473684,2,False,7,Taylor Peay,2014
False,SuperDraft,0.4078947368,2,False,15,Mark Sherrod,2014
False,SuperDraft,0.3552631579,2,True,0,Joseph Sofia,2014
False,SuperDraft,0.4342105263,2,True,1,Eric Stevenson,2014
False,SuperDraft,0.3947368421,2,True,0,Alec Sundly,2014
False,SuperDraft,0.2894736842,2,True,0,Kyle Venter,2014
False,SuperDraft,0.4210526316,2,False,51,Jared Watts,2014
False,SuperDraft,0.5394736842,3,True,1,Fifi Baiden,2014
False,SuperDraft,0.7236842105,3,True,0,Zach Barnes,2014
False,SuperDraft,0.5789473684,3,True,16,Adam Bedell,2014
False,SuperDraft,0.6184210526,3,True,0,Pete Caringi,2014
False,SuperDraft,0.6052631579,3,True,0,A.J. Corrado,2014
False,SuperDraft,0.6842105263,3,True,0,Joey Dillon,2014
False,SuperDraft,0.5,3,True,11,George Fochive,2014
False,SuperDraft,0.6315789474,3,True,0,Tolani Ibikunle,2014
False,SuperDraft,0.6578947368,3,True,0,Michael Kafari,2014
False,SuperDraft,0.6973684211,3,True,0,Michael Lisch,2014
False,SuperDraft,0.5657894737,3,False,54,Richie Márquez,2014
False,SuperDraft,0.7368421053,3,True,10,Alex Martínez,2014
False,SuperDraft,0.6447368421,3,True,0,Pierre Omanga,2014
False,SuperDraft,0.6710526316,3,True,0,Aodhan Quinn,2014
False,SuperDraft,0.7105263158,3,True,0,Stefano Rijssel,2014
False,SuperDraft,0.5263157895,3,True,0,Peter Schmetz,2014
False,SuperDraft,0.5921052632,3,True,0,Alex Sweetin,2014
False,SuperDraft,0.5131578947,3,True,9,Kristopher Tyrpak,2014
False,SuperDraft,0.5526315789,3,True,1,Nick Walker,2014
False,SuperDraft,0.7894736842,4,True,0,Zach Bolden,2014
False,SuperDraft,0.9868421053,4,True,0,Reinaldo Brenes,2014
False,SuperDraft,0.8289473684,4,True,0,Michael Calderón,2014
False,SuperDraft,0.9210526316,4,True,0,Víctor Chávez,2014
False,SuperDraft,0.9736842105,4,True,0,Bryan Ciesiulka,2014
False,SuperDraft,0.8421052632,4,True,0,Kadeem Dacres,2014
False,SuperDraft,0.8552631579,4,True,0,Devante Dubose,2014
False,SuperDraft,0.8815789474,4,True,0,Albert Edward,2014
False,SuperDraft,0.7763157895,4,True,0,Kene Eze,2014
False,SuperDraft,0.8157894737,4,True,0,Luca Gimenez,2014
False,SuperDraft,0.8947368421,4,True,0,Travis Golden,2014
False,SuperDraft,0.9078947368,4,True,0,Daniel Jackson,2014
False,SuperDraft,0.9605263158,4,True,0,Billy Knutsen,2014
False,SuperDraft,0.9473684211,4,True,0,Nikita Kotlov,2014
False,SuperDraft,0.7631578947,4,True,0,Michael Nwiloh,2014
False,SuperDraft,0.8684210526,4,True,0,Jordan Ongaro,2014
False,SuperDraft,1,4,True,0,Fabio Pereira,2014
False,SuperDraft,0.75,4,True,0,Mackenzie Pridham,2014
False,SuperDraft,0.8026315789,4,True,0,Ronny Santos Mendoza,2014
False,SuperDraft,0.1325301205,1,False,52,Saad Abdul-Salaam,2015
False,SuperDraft,0.1927710843,1,False,23,Miguel Aguilar,2015
False,SuperDraft,0.0361445783,1,False,56,Fatai Alashe,2015
False,SuperDraft,0.0481927711,1,False,0,Nick Besler,2015
True,SuperDraft,0.0602409639,1,False,16,Alex Bono,2015
False,SuperDraft,0.2168674699,1,True,1,Sergio Campbell,2015
False,SuperDraft,0.2289156627,1,False,33,Amadou Dia,2015
False,SuperDraft,0.1686746988,1,True,0,Otis Earle,2015
False,SuperDraft,0.1084337349,1,False,30,Connor Hallisey,2015
True,SuperDraft,0,1,False,59,Cyle Larin,2015
False,SuperDraft,0.2409638554,1,True,13,Ignacio Maganto,2015
False,SuperDraft,0.1445783133,1,False,44,Tim Parker,2015
False,SuperDraft,0.0722891566,1,False,57,Matt Polster,2015
True,SuperDraft,0.1807228916,1,False,55,Cristian Roldan,2015
False,SuperDraft,0.0120481928,1,False,39,Khiry Shelton,2015
False,SuperDraft,0.0963855422,1,False,2,Clément Simonin,2015
False,SuperDraft,0.156626506,1,False,45,Axel Sjöberg,2015
False,SuperDraft,0.0843373494,1,False,3,Zach Steinberger,2015
False,SuperDraft,0.2048192771,1,True,0,Leo Stolz,2015
False,SuperDraft,0.1204819277,1,True,0,Skylar Thomas,2015
True,SuperDraft,0.0240963855,1,False,2,Romario Williams,2015
False,SuperDraft,0.3493975904,2,True,0,Oumar Ballo,2015
False,SuperDraft,0.4457831325,2,True,0,Kay Banjo,2015
False,SuperDraft,0.2891566265,2,True,0,Akeil Barrett,2015
False,SuperDraft,0.3975903614,2,True,0,Kharlton Belmar,2015
False,SuperDraft,0.4819277108,2,True,0,Eric Bird,2015
False,SuperDraft,0.4578313253,2,True,0,Stefano Bonomo,2015
False,SuperDraft,0.265060241,2,False,1,Connor Brandt,2015
False,SuperDraft,0.3253012048,2,True,0,Kingsley Bryce,2015
False,SuperDraft,0.3614457831,2,True,0,Dzenan Catic,2015
False,SuperDraft,0.3373493976,2,True,0,Wesley Charpie,2015
True,SuperDraft,0.2530120482,2,False,1,Conor Donovan,2015
False,SuperDraft,0.4698795181,2,False,18,Oniel Fisher,2015
False,SuperDraft,0.3012048193,2,False,4,Joseph Greenspan,2015
False,SuperDraft,0.4096385542,2,True,0,Sagi Lev-Ari,2015
False,SuperDraft,0.421686747,2,False,19,Rob Lovejoy,2015
False,SuperDraft,0.4939759036,2,True,0,Dan Metzger,2015
False,SuperDraft,0.3855421687,2,False,1,Tyler Miller,2015
False,SuperDraft,0.313253012,2,False,5,Boyd Okwuonu,2015
False,SuperDraft,0.4337349398,2,True,0,Edwin Rivas,2015
False,SuperDraft,0.2771084337,2,False,0,Andy Thoma,2015
False,SuperDraft,0.3734939759,2,True,0,Christian Volesky,2015
False,SuperDraft,0.6385542169,3,True,0,Jovan Blagojevic,2015
False,SuperDraft,0.5421686747,3,True,0,Keasel Broome,2015
False,SuperDraft,0.5662650602,3,False,3,Andy Craven,2015
False,SuperDraft,0.5060240964,3,False,0,Earl Edwards,2015
False,SuperDraft,0.5542168675,3,True,0,Marc Fenelus,2015
False,SuperDraft,0.7108433735,3,True,0,Tomás Gómez,2015
False,SuperDraft,0.578313253,3,True,1,Taylor Hunter,2015
False,SuperDraft,0.734939759,3,True,0,Daniel Keller,2015
False,SuperDraft,0.6506024096,3,True,0,Robert Kristo,2015
False,SuperDraft,0.6144578313,3,False,0,Anthony Manning,2015
False,SuperDraft,0.6987951807,3,True,0,Shawn McLaws,2015
False,SuperDraft,0.686746988,3,True,0,Adam Montague,2015
False,SuperDraft,0.6746987952,3,True,0,Jordan Murrell,2015
False,SuperDraft,0.5301204819,3,False,4,Cameron Porter,2015
False,SuperDraft,0.5903614458,3,True,0,Mike Ramos,2015
False,SuperDraft,0.5180722892,3,False,0,Andre Rawls,2015
False,SuperDraft,0.7228915663,3,True,0,Spencer Richey,2015
False,SuperDraft,0.6265060241,3,True,0,James Rogers,2015
False,SuperDraft,0.6626506024,3,True,0,Will Seymore,2015
False,SuperDraft,0.6024096386,3,True,0,Aaron Simmons,2015
False,SuperDraft,0.7951807229,4,False,42,Dominique Badji,2015
False,SuperDraft,0.9156626506,4,True,0,Lucas Baldin,2015
False,SuperDraft,0.8313253012,4,True,0,Salvador Bernal,2015
False,SuperDraft,0.9518072289,4,True,0,Andrew Bevin,2015
False,SuperDraft,1,4,True,0,Seth Casiple,2015
False,SuperDraft,0.9638554217,4,True,0,Tyler Engel,2015
False,SuperDraft,0.9879518072,4,True,0,Brandon Fricke,2015
False,SuperDraft,0.9036144578,4,True,0,Janeil Hoilett,2015
False,SuperDraft,0.7710843373,4,True,0,Cameron Iwasa,2015
False,SuperDraft,0.9277108434,4,True,0,Matt Jeffery,2015
False,SuperDraft,0.843373494,4,True,1,Raymond Lee,2015
False,SuperDraft,0.8915662651,4,False,0,Charlie Lyon,2015
False,SuperDraft,0.7831325301,4,True,0,Chimdum Mez,2015
False,SuperDraft,0.7590361446,4,True,0,Markus Naglestad,2015
False,SuperDraft,0.8554216867,4,True,0,Craig Nitti,2015
False,SuperDraft,0.8795180723,4,True,0,Nikola Paunic,2015
False,SuperDraft,0.7469879518,4,True,0,Sidney Rivera,2015
False,SuperDraft,0.8674698795,4,False,8,Tony Rocha,2015
False,SuperDraft,0.8192771084,4,True,0,Kalen Ryden,2015
False,SuperDraft,0.9397590361,4,True,3,Manolo Sánchez,2015
False,SuperDraft,0.8072289157,4,True,0,Alex Shinsky,2015
False,SuperDraft,0.9759036145,4,True,0,Andrew Wolverton,2015
