GA,draft,draft_pick,draft_round,inactive,matches,player,year
False,Supplemental Draft,0.2068965517,1,True,264,Chris Armas,1996
False,Supplemental Draft,0.3103448276,1,True,135,Paul Caligiuri,1996
False,Supplemental Draft,0,1,True,26,Nicola Caricola,1996
False,Supplemental Draft,0.0689655172,1,True,0,Roberto González,1996
False,Supplemental Draft,0.2413793103,1,True,104,Mario Gori,1996
False,Supplemental Draft,0.1379310345,1,True,12,Pat Harrington,1996
False,Supplemental Draft,0.275862069,1,True,12,Dusty Hudock,1996
False,Supplemental Draft,0.1724137931,1,True,54,Alberto Naveda,1996
False,Supplemental Draft,0.0344827586,1,True,27,Edmundo Rodríguez,1996
False,Supplemental Draft,0.1034482759,1,True,62,Evans Wise,1996
False,Supplemental Draft,0.5172413793,2,True,144,Welton,1996
False,Supplemental Draft,0.5862068966,2,True,23,Chad Ashton,1996
False,Supplemental Draft,0.3793103448,2,True,1,Ken Hesse,1996
False,Supplemental Draft,0.4827586207,2,True,0,David Moxom,1996
False,Supplemental Draft,0.4137931034,2,True,0,Michael Robles,1996
False,Supplemental Draft,0.3448275862,2,True,0,Juninho Sarafim,1996
False,Supplemental Draft,0.6206896552,2,True,17,Richard Sharpe,1996
False,Supplemental Draft,0.6551724138,2,True,67,Rob Smith,1996
False,Supplemental Draft,0.5517241379,2,True,151,David Vaudreuil,1996
False,Supplemental Draft,0.4482758621,2,True,0,Vagner,1996
False,Supplemental Draft,0.8965517241,3,True,0,Charles Adair,1996
False,Supplemental Draft,0.724137931,3,True,1,Danny Barber,1996
False,Supplemental Draft,1,3,True,0,Kevin East,1996
False,Supplemental Draft,0.8620689655,3,True,140,Zak Ibsen,1996
False,Supplemental Draft,0.7931034483,3,True,0,Boniface Okafor,1996
False,Supplemental Draft,0.9310344828,3,True,58,Jonny Walker,1996
False,Supplemental Draft,0.7586206897,3,True,0,James Woolridge,1996
False,Supplemental Draft,0.8275862069,3,True,83,Paul Wright,1996
False,Supplemental Draft,0.6896551724,3,True,0,Túlio,1996
False,Inaugural Draft,0.0440251572,1,True,166,Paul Bravo,1996
False,Inaugural Draft,0.0314465409,1,True,284,Mark Chung,1996
False,Inaugural Draft,0.0566037736,1,True,150,Raúl Díaz Arce,1996
False,Inaugural Draft,0.0377358491,1,True,123,Mark Dougherty,1996
False,Inaugural Draft,0.0125786164,1,True,156,Ted Eck,1996
False,Inaugural Draft,0.0251572327,1,True,23,Iain Fraser,1996
False,Inaugural Draft,0.0188679245,1,True,260,Robin Fraser,1996
False,Inaugural Draft,0.0062893082,1,True,29,Jean Harbor,1996
False,Inaugural Draft,0.0503144654,1,True,32,Matt Knowles,1996
False,Inaugural Draft,0,1,True,220,Brian McBride,1996
False,Inaugural Draft,0.106918239,2,True,15,Altimont Butler,1996
False,Inaugural Draft,0.1132075472,2,True,129,Troy Dayak,1996
False,Inaugural Draft,0.0691823899,2,True,31,Denis Hamlett,1996
False,Inaugural Draft,0.1006289308,2,True,7,Peter Hattrup,1996
False,Inaugural Draft,0.0943396226,2,True,0,Peter Isaacs,1996
False,Inaugural Draft,0.0817610063,2,True,106,David Kramer,1996
False,Inaugural Draft,0.1194968553,2,True,77,Shawn Medved,1996
False,Inaugural Draft,0.0754716981,2,True,87,Tom Soehn,1996
False,Inaugural Draft,0.0628930818,2,True,29,Mark Watson,1996
False,Inaugural Draft,0.0880503145,2,True,21,Peter Woodring,1996
False,Inaugural Draft,0.1572327044,3,True,111,Sean Bowers,1996
False,Inaugural Draft,0.1635220126,3,True,19,John Diffley,1996
False,Inaugural Draft,0.1823899371,3,True,34,Erik Imler,1996
False,Inaugural Draft,0.1383647799,3,True,92,Lawrence Lozzano,1996
False,Inaugural Draft,0.1698113208,3,True,102,Tim Martin,1996
False,Inaugural Draft,0.1446540881,3,True,107,Jorge Salcedo,1996
False,Inaugural Draft,0.1257861635,3,True,75,Billy Thompson,1996
False,Inaugural Draft,0.1320754717,3,True,153,Steve Trittschuh,1996
False,Inaugural Draft,0.1761006289,3,True,184,Peter Vermes,1996
False,Inaugural Draft,0.1509433962,3,True,1,Bojan Vučković,1996
False,Inaugural Draft,0.1949685535,4,True,37,Brian Bates,1996
False,Inaugural Draft,0.1886792453,4,True,221,Mike Clark,1996
False,Inaugural Draft,0.2201257862,4,True,15,Eric Eichmann,1996
False,Inaugural Draft,0.2075471698,4,True,13,John Garvey,1996
False,Inaugural Draft,0.2327044025,4,True,64,Rhett Harty,1996
False,Inaugural Draft,0.2012578616,4,True,77,Brian Haynes,1996
False,Inaugural Draft,0.2264150943,4,True,174,Ivan McKinley,1996
False,Inaugural Draft,0.213836478,4,True,42,Marquis White,1996
False,Inaugural Draft,0.2452830189,4,True,216,Richie Williams,1996
False,Inaugural Draft,0.2389937107,4,True,36,Jeff Zaun,1996
False,Inaugural Draft,0.2830188679,5,True,89,Jeff Causey,1996
False,Inaugural Draft,0.2767295597,5,True,162,Ted Chronopoulos,1996
False,Inaugural Draft,0.2578616352,5,True,4,Troy Edwards,1996
False,Inaugural Draft,0.2955974843,5,True,4,Paul Holocher,1996
False,Inaugural Draft,0.2641509434,5,True,305,Jason Kreis,1996
False,Inaugural Draft,0.3081761006,5,True,2,Thor Lee,1996
False,Inaugural Draft,0.251572327,5,True,108,Bo Oshoniyi,1996
False,Inaugural Draft,0.2704402516,5,True,121,Mark Semioli,1996
False,Inaugural Draft,0.2893081761,5,True,17,Diego Viera,1996
False,Inaugural Draft,0.3018867925,5,True,124,A.J. Wood,1996
False,Inaugural Draft,0.3396226415,6,True,10,Yari Allnutt,1996
False,Inaugural Draft,0.358490566,6,True,112,Jeff Baicher,1996
False,Inaugural Draft,0.320754717,6,True,45,Scott Cannon,1996
False,Inaugural Draft,0.3270440252,6,True,92,Mark Dodd,1996
False,Inaugural Draft,0.3647798742,6,True,15,Ted Gillen,1996
False,Inaugural Draft,0.3710691824,6,True,214,Brian Kamler,1996
False,Inaugural Draft,0.3333333333,6,True,0,Joey Kirk,1996
False,Inaugural Draft,0.3459119497,6,True,13,Tommy Reasoner,1996
False,Inaugural Draft,0.3144654088,6,True,6,Brandon Ward,1996
False,Inaugural Draft,0.3522012579,6,True,88,Frank Yallop,1996
False,Inaugural Draft,0.4213836478,7,True,0,Jeff Betts,1996
False,Inaugural Draft,0.4150943396,7,True,203,Frankie Hejduk,1996
False,Inaugural Draft,0.3962264151,7,True,104,Harut Karapetyan,1996
False,Inaugural Draft,0.3836477987,7,True,103,Matt Kmosko,1996
False,Inaugural Draft,0.3773584906,7,True,53,Janusz Michallik,1996
False,Inaugural Draft,0.4339622642,7,True,0,Mile Milovac,1996
False,Inaugural Draft,0.3899371069,7,True,2,Rene Ortiz,1996
False,Inaugural Draft,0.427672956,7,True,282,Zach Thornton,1996
False,Inaugural Draft,0.4088050314,7,True,52,Scott Uderitz,1996
False,Inaugural Draft,0.4025157233,7,True,9,Robert Ukrop,1996
False,Inaugural Draft,0.4465408805,8,True,35,Scott Benedetti,1996
False,Inaugural Draft,0.4528301887,8,True,65,Gerell Elliott,1996
False,Inaugural Draft,0.4779874214,8,True,7,Tayt Ianni,1996
False,Inaugural Draft,0.4968553459,8,True,81,Kris Kelderman,1996
False,Inaugural Draft,0.4591194969,8,True,23,Curt Onalfo,1996
False,Inaugural Draft,0.4716981132,8,True,0,Nyanforth Peters,1996
False,Inaugural Draft,0.4842767296,8,True,34,Dave Salzwedel,1996
False,Inaugural Draft,0.465408805,8,True,69,Darren Sawatzky,1996
False,Inaugural Draft,0.4905660377,8,True,0,Eddie Soto,1996
False,Inaugural Draft,0.4402515723,8,True,138,Todd Yeagley,1996
False,Inaugural Draft,0.5094339623,9,True,17,Ian Butterworth,1996
False,Inaugural Draft,0.5031446541,9,True,307,Ramiro Corrales,1996
False,Inaugural Draft,0.5408805031,9,True,121,Mike Duhaney,1996
False,Inaugural Draft,0.5157232704,9,True,38,John Kerr,1996
False,Inaugural Draft,0.5283018868,9,True,8,Tom Lips,1996
False,Inaugural Draft,0.5471698113,9,True,39,Víctor Mella,1996
False,Inaugural Draft,0.5220125786,9,True,37,Manny Motajo,1996
False,Inaugural Draft,0.534591195,9,True,119,Uche Okafor,1996
False,Inaugural Draft,0.5597484277,9,True,43,Clint Peay,1996
False,Inaugural Draft,0.5534591195,9,True,116,Giovanni Savarese,1996
False,Inaugural Draft,0.5660377358,10,True,66,Marcelo Carrera,1996
False,Inaugural Draft,0.6226415094,10,True,5,Ben Crawley,1996
False,Inaugural Draft,0.6037735849,10,True,0,Flavio Ferri,1996
False,Inaugural Draft,0.6100628931,10,True,90,Henry Gutiérrez,1996
False,Inaugural Draft,0.5849056604,10,True,0,Joe Leonetti,1996
False,Inaugural Draft,0.5786163522,10,True,0,James McGeough,1996
False,Inaugural Draft,0.6163522013,10,True,0,Pat O'Kelly,1996
False,Inaugural Draft,0.5974842767,10,True,74,Alan Prampin,1996
False,Inaugural Draft,0.572327044,10,True,10,Felipe Rodríguez,1996
False,Inaugural Draft,0.5911949686,10,True,10,Richard Weiszmann,1996
False,Inaugural Draft,0.6666666667,11,True,28,Derek Backman,1996
False,Inaugural Draft,0.6289308176,11,True,15,Shane Battelle,1996
False,Inaugural Draft,0.6540880503,11,True,70,John DeBrito,1996
False,Inaugural Draft,0.6729559748,11,True,45,Oscar Draguicevich,1996
False,Inaugural Draft,0.6855345912,11,True,2,Said Fazlagic,1996
False,Inaugural Draft,0.641509434,11,True,86,Jorge Flores,1996
False,Inaugural Draft,0.6352201258,11,True,0,Lance Hill,1996
False,Inaugural Draft,0.679245283,11,True,11,Mickey Kydes,1996
False,Inaugural Draft,0.6477987421,11,True,0,John O'Brien,1996
False,Inaugural Draft,0.6603773585,11,True,0,Phil Wellington,1996
False,Inaugural Draft,0.7169811321,12,True,0,James Adams,1996
False,Inaugural Draft,0.748427673,12,True,0,Daniel de Oliveira,1996
False,Inaugural Draft,0.7044025157,12,True,158,Richard Farrer,1996
False,Inaugural Draft,0.7358490566,12,True,0,Gabriel García,1996
False,Inaugural Draft,0.7232704403,12,True,15,Kevin Koetters,1996
False,Inaugural Draft,0.6918238994,12,True,100,Pete Marino,1996
False,Inaugural Draft,0.6981132075,12,True,0,Eric Puls,1996
False,Inaugural Draft,0.7421383648,12,True,0,Khary Stockton,1996
False,Inaugural Draft,0.7295597484,12,True,84,Nelson Vargas,1996
False,Inaugural Draft,0.7106918239,12,True,0,Adan Villalvazo,1996
False,Inaugural Draft,0.7987421384,13,True,14,Rafael Amaya,1996
False,Inaugural Draft,0.7798742138,13,True,104,Geoff Aunger,1996
False,Inaugural Draft,0.786163522,13,True,0,Billy Baumhoff,1996
False,Inaugural Draft,0.7672955975,13,True,14,Jimmy Glenn,1996
False,Inaugural Draft,0.7924528302,13,True,0,Zenon Luzniak,1996
False,Inaugural Draft,0.7610062893,13,True,4,Josh McKay,1996
False,Inaugural Draft,0.8113207547,13,True,0,Matthew Olson,1996
False,Inaugural Draft,0.8050314465,13,True,0,Andrew Restrepo,1996
False,Inaugural Draft,0.7735849057,13,True,25,Brad Wilson,1996
False,Inaugural Draft,0.7547169811,13,True,18,Paul Young,1996
False,Inaugural Draft,0.8238993711,14,True,0,Khalil Azmi,1996
False,Inaugural Draft,0.8679245283,14,True,3,Nidal Baba,1996
False,Inaugural Draft,0.8364779874,14,True,0,David Beall,1996
False,Inaugural Draft,0.855345912,14,True,16,Scott Budnick,1996
False,Inaugural Draft,0.8301886792,14,True,0,Steve Keller,1996
False,Inaugural Draft,0.8616352201,14,True,22,Tom Liner,1996
False,Inaugural Draft,0.8176100629,14,True,0,Laurence Piturro,1996
False,Inaugural Draft,0.8427672956,14,True,0,Antonio Superbia,1996
False,Inaugural Draft,0.8742138365,14,True,2,Sterling Wescott,1996
False,Inaugural Draft,0.8490566038,14,True,0,Terry Woodberry,1996
False,Inaugural Draft,0.9308176101,15,True,0,Jorge Acosta,1996
False,Inaugural Draft,0.9056603774,15,True,0,Derk Droze,1996
False,Inaugural Draft,0.9119496855,15,True,23,Samuel Ekeme,1996
False,Inaugural Draft,0.9245283019,15,True,2,Carlos Farias,1996
False,Inaugural Draft,0.8805031447,15,True,0,Todd Haskins,1996
False,Inaugural Draft,0.9182389937,15,True,33,Goran Hunjak,1996
False,Inaugural Draft,0.8867924528,15,True,0,Brian Hurley,1996
False,Inaugural Draft,0.9371069182,15,True,51,Garth Lagerwey,1996
False,Inaugural Draft,0.893081761,15,True,18,Ed Puskarich,1996
False,Inaugural Draft,0.8993710692,15,True,0,Garfield Shaw,1996
False,Inaugural Draft,0.9937106918,16,True,0,Walter Bustamante,1996
False,Inaugural Draft,0.9433962264,16,True,0,Manuel Catano,1996
False,Inaugural Draft,1,16,True,0,Carlos García,1996
False,Inaugural Draft,0.9559748428,16,True,0,Gabe Gentile,1996
False,Inaugural Draft,0.9874213836,16,True,0,Kevin Grimes,1996
False,Inaugural Draft,0.9622641509,16,True,0,Carlos Jaguande,1996
False,Inaugural Draft,0.9811320755,16,True,5,Greg Lalas,1996
False,Inaugural Draft,0.9685534591,16,True,0,Jorge Olamendi,1996
False,Inaugural Draft,0.9496855346,16,True,0,Joel Shanker,1996
False,Inaugural Draft,0.9748427673,16,True,0,Ken Snow,1996
False,College Draft,0.2413793103,1,True,79,Jeff Cassar,1996
False,College Draft,0.3103448276,1,True,13,Mac Cozier,1996
False,College Draft,0.1034482759,1,True,94,Adam Frye,1996
False,College Draft,0.275862069,1,True,0,Mike Gentile,1996
False,College Draft,0.2068965517,1,True,64,Guillermo Jara,1996
False,College Draft,0.1724137931,1,True,84,Paul Keegan,1996
False,College Draft,0,1,True,172,Matt McKeon,1996
False,College Draft,0.0689655172,1,True,106,Brandon Pollard,1996
False,College Draft,0.0344827586,1,True,254,Eddie Pope,1996
False,College Draft,0.1379310345,1,True,32,Chris Snitko,1996
False,College Draft,0.5172413793,2,True,134,Imad Baba,1996
False,College Draft,0.4137931034,2,True,0,Derick Brownell,1996
False,College Draft,0.6206896552,2,True,20,Paul Grafer,1996
False,College Draft,0.6551724138,2,True,1,Ricci Greenwood,1996
False,College Draft,0.4827586207,2,True,276,Diego Gutiérrez,1996
False,College Draft,0.3793103448,2,True,120,Miles Joseph,1996
False,College Draft,0.3448275862,2,True,0,Scott Lamphear,1996
False,College Draft,0.5862068966,2,True,378,Steve Ralston,1996
False,College Draft,0.4482758621,2,True,0,Casey Sweeney,1996
False,College Draft,0.5517241379,2,True,270,Greg Vanney,1996
False,College Draft,0.724137931,3,True,6,Hamisi Amani-Dove,1996
False,College Draft,0.9310344828,3,True,0,Brandon Cavitt,1996
False,College Draft,0.7931034483,3,True,0,Nate Daligcon,1996
False,College Draft,0.8620689655,3,True,16,Paulo Dos Santos,1996
False,College Draft,0.7586206897,3,True,163,Eddie Lewis,1996
False,College Draft,0.6896551724,3,True,321,Jesse Marsch,1996
False,College Draft,1,3,True,6,Todd Miller,1996
False,College Draft,0.8965517241,3,True,262,Ante Razov,1996
False,College Draft,0.8275862069,3,True,0,Dion Sebwe,1996
False,Supplemental Draft,0.1724137931,1,True,19,Marco Ferruzzi,1997
False,Supplemental Draft,0.0689655172,1,True,9,Bill Harte,1997
False,Supplemental Draft,0.1379310345,1,True,266,Ezra Hendrickson,1997
False,Supplemental Draft,0.2413793103,1,True,154,Carlos Llamosa,1997
False,Supplemental Draft,0,1,True,109,Danny Pena,1997
False,Supplemental Draft,0.1034482759,1,True,26,Dan Stebbins,1997
False,Supplemental Draft,0.275862069,1,True,17,Brian Taylor,1997
False,Supplemental Draft,0.2068965517,1,True,99,Ryan Tinsley,1997
False,Supplemental Draft,0.0344827586,1,True,53,Wade Webber,1997
False,Supplemental Draft,0.4827586207,2,True,97,Braeden Cloutier,1997
False,Supplemental Draft,0.4482758621,2,True,1,Gerson Echeverry,1997
False,Supplemental Draft,0.4137931034,2,True,98,Jason Farrell,1997
False,Supplemental Draft,0.6206896552,2,True,5,John Jones,1997
False,Supplemental Draft,0.6551724138,2,True,40,Joey Martínez,1997
False,Supplemental Draft,0.3793103448,2,True,1,Patrick Olalere,1997
False,Supplemental Draft,0.7586206897,3,True,0,Mike Britton,1997
False,Supplemental Draft,0.9310344828,3,True,0,Billy Clifford,1997
False,Supplemental Draft,0.724137931,3,True,87,Sam George,1997
False,Supplemental Draft,0.8965517241,3,True,0,Mike Heald,1997
False,Supplemental Draft,0.9655172414,3,True,3,Travis Rinker,1997
False,Supplemental Draft,0.8620689655,3,True,0,Eric Stempinski,1997
False,Supplemental Draft,0.8275862069,3,True,0,Dave Stewart,1997
False,Supplemental Draft,1,3,True,3,Joey Thieman,1997
False,Supplemental Draft,0.6896551724,3,True,276,Kerry Zavagnin,1997
False,College Draft,0.3103448276,1,True,1,Danny Care,1997
False,College Draft,0.0344827586,1,True,0,Mike Fisher,1997
False,College Draft,0.0689655172,1,True,9,Rob Jachym,1997
False,College Draft,0,1,True,73,Tahj Jakins,1997
False,College Draft,0.2068965517,1,True,67,Brian Johnson,1997
False,College Draft,0.275862069,1,True,227,Steve Jolley,1997
False,College Draft,0.1379310345,1,True,98,Brian Kelly,1997
False,College Draft,0.2413793103,1,True,0,Mike Mekelburg,1997
False,College Draft,0.1034482759,1,True,0,Alberto Montoya,1997
False,College Draft,0.1724137931,1,True,56,Temoc Suárez,1997
False,College Draft,0.4482758621,2,True,0,Jason Annicchero,1997
False,College Draft,0.6206896552,2,True,0,Shawn Boney,1997
False,College Draft,0.5172413793,2,True,0,Alan Branigan,1997
False,College Draft,0.3793103448,2,True,5,Scott Coufal,1997
False,College Draft,0.4827586207,2,True,0,Will Kohler,1997
False,College Draft,0.3448275862,2,True,192,Ross Paule,1997
False,College Draft,0.6551724138,2,True,106,Tom Presthus,1997
False,College Draft,0.4137931034,2,True,0,John Smith,1997
False,College Draft,0.5517241379,2,True,0,Ike Udeh,1997
False,College Draft,0.7586206897,3,True,0,Todd DeNault,1997
False,College Draft,0.6896551724,3,True,0,Mike Feniger,1997
False,College Draft,0.9655172414,3,True,416,Kevin Hartman,1997
False,College Draft,0.8965517241,3,True,0,Jake Joy,1997
False,College Draft,0.724137931,3,True,4,Steve Klein,1997
False,College Draft,1,3,True,0,Brandon Leib,1997
False,College Draft,0.8275862069,3,True,73,Andrew Lewis,1997
False,College Draft,0.7931034483,3,True,0,Chris McDonald,1997
False,College Draft,0.8620689655,3,True,0,J.T. Roberts,1997
False,College Draft,0.9310344828,3,True,51,Musa Shannon,1997
False,Supplemental Draft,0,1,True,296,C.J. Brown,1998
False,Supplemental Draft,0.2941176471,1,True,0,Julio Cengarle,1998
False,Supplemental Draft,0.2647058824,1,True,0,Chris Fox,1998
False,Supplemental Draft,0.0294117647,1,True,8,Brian Loftin,1998
False,Supplemental Draft,0.1176470588,1,True,10,Dahir Mohammed,1998
False,Supplemental Draft,0.0588235294,1,True,13,Tim Weaver,1998
False,Supplemental Draft,0.5,2,True,1,César Alvarado,1998
False,Supplemental Draft,0.5294117647,2,True,0,Steve Bell,1998
False,Supplemental Draft,0.3529411765,2,True,0,Don Gramenz,1998
False,Supplemental Draft,0.6176470588,2,True,0,Ernest Inneh,1998
False,Supplemental Draft,0.4705882353,2,True,0,Doug Neely,1998
False,Supplemental Draft,0.5588235294,2,True,0,Rodney Rambo,1998
False,Supplemental Draft,0.3823529412,2,True,0,Travis Roy,1998
False,Supplemental Draft,0.4117647059,2,True,0,Kevin Rueda,1998
False,Supplemental Draft,0.7941176471,3,True,0,Sal Leanti,1998
False,Supplemental Draft,0.7058823529,3,True,0,Paul Lekics,1998
False,Supplemental Draft,0.7352941176,3,True,12,Amos Magee,1998
False,College Draft,0.3142857143,1,True,241,Wade Barrett,1998
False,College Draft,0,1,True,166,Leo Cullen,1998
False,College Draft,0.2285714286,1,True,365,Jeff Cunningham,1998
False,College Draft,0.2571428571,1,True,117,Matt Jordan,1998
False,College Draft,0.1714285714,1,True,89,Josh Keller,1998
False,College Draft,0.0857142857,1,True,333,Chris Klein,1998
False,College Draft,0.0285714286,1,True,244,Ritchie Kotschau,1998
False,College Draft,0.2857142857,1,True,337,Tyrone Marshall,1998
False,College Draft,0.1428571429,1,True,258,Clint Mathis,1998
False,College Draft,0.0571428571,1,True,0,Ben Parry,1998
False,College Draft,0.2,1,True,307,Mike Petke,1998
False,College Draft,0.1142857143,1,True,92,Johnny Torres,1998
False,College Draft,0.6285714286,2,True,19,Jason Boyce,1998
False,College Draft,0.5714285714,2,True,23,Andrew Gregor,1998
False,College Draft,0.5428571429,2,True,0,Tom Hardy,1998
False,College Draft,0.4857142857,2,True,204,Daniel Hernández,1998
False,College Draft,0.5142857143,2,True,36,Chris Houser,1998
False,College Draft,0.3428571429,2,True,334,Pablo Mastroeni,1998
False,College Draft,0.4,2,True,1,Joe Muñoz,1998
False,College Draft,0.6571428571,2,True,0,Henrik Nebrelius,1998
False,College Draft,0.3714285714,2,True,315,Carey Talley,1998
False,College Draft,0.4571428571,2,True,5,Jesse Van Saun,1998
False,College Draft,0.4285714286,2,True,86,Billy Walsh,1998
False,College Draft,0.6,2,True,0,Hans Wittusen,1998
False,College Draft,0.9714285714,3,True,0,P.J. Brown,1998
False,College Draft,0.6857142857,3,True,0,Matt Caution,1998
False,College Draft,0.7714285714,3,True,0,Cesidio Colasante,1998
False,College Draft,0.8,3,True,0,Kevin Coye,1998
False,College Draft,0.8285714286,3,True,226,Joe Franchino,1998
False,College Draft,0.8571428571,3,True,0,Bill May,1998
False,College Draft,1,3,True,1,Tom McLaughlin,1998
False,College Draft,0.9428571429,3,True,19,R.T. Moore,1998
False,College Draft,0.7428571429,3,True,0,Caleb Porter,1998
False,College Draft,0.7142857143,3,True,293,Matt Reis,1998
False,College Draft,0.8857142857,3,True,0,Mario Sánchez,1998
False,College Draft,0.9142857143,3,True,0,Nick Theslof,1998
False,Supplemental Draft,0.1875,1,True,48,Kevin Anderson,1999
False,Supplemental Draft,0.25,1,True,1,Michael Butler,1999
False,Supplemental Draft,0,1,True,3,Gabe Eastman,1999
False,Supplemental Draft,0.28125,1,True,163,Orlando Pérez,1999
False,Supplemental Draft,0.03125,1,True,252,Brandon Prideaux,1999
False,Supplemental Draft,0.3125,1,True,0,Maxi Viera,1999
False,Supplemental Draft,0.09375,1,True,109,Petter Villegas,1999
False,Supplemental Draft,0.15625,1,True,6,Kirk Wilson,1999
False,Supplemental Draft,0.34375,1,True,0,Tomasz Wygonik,1999
False,Supplemental Draft,0.53125,2,True,1,Gabe Jones,1999
False,Supplemental Draft,0.5,2,True,0,Juan Ramos,1999
False,Supplemental Draft,0.40625,2,True,0,Ryan Turner,1999
False,Supplemental Draft,0.59375,2,True,15,David Winner,1999
False,Supplemental Draft,0.8125,3,True,0,Anthony Farace,1999
False,Supplemental Draft,0.9375,3,True,19,Nansha Kalonji,1999
False,Supplemental Draft,1,3,True,0,Craig Yacks,1999
False,College Draft,0.0857142857,1,True,58,Lazo Alavanja,1999
False,College Draft,0.3142857143,1,True,127,Paul Broome,1999
False,College Draft,0.1142857143,1,True,197,Chris Brown,1999
False,College Draft,0.2285714286,1,True,11,Matt Chulis,1999
False,College Draft,0.0285714286,1,True,314,Jay Heaps,1999
False,College Draft,0.2,1,True,0,Andrew Mittendorf,1999
False,College Draft,0,1,True,92,Jason Moore,1999
False,College Draft,0.0571428571,1,True,285,Richard Mulrooney,1999
False,College Draft,0.1428571429,1,True,212,Bobby Rhine,1999
False,College Draft,0.2571428571,1,True,4,Tony Soto,1999
False,College Draft,0.2857142857,1,True,108,Evan Whitfield,1999
False,College Draft,0.1714285714,1,True,192,John Wolyniec,1999
False,College Draft,0.5142857143,2,True,22,Jeremy Aldrich,1999
False,College Draft,0.4571428571,2,True,0,Keith Beach,1999
False,College Draft,0.4857142857,2,True,35,Jeff Bilyk,1999
False,College Draft,0.5714285714,2,True,34,Jamie Clark,1999
False,College Draft,0.6,2,True,0,Samuel Franklin,1999
False,College Draft,0.3428571429,2,True,23,Seth George,1999
False,College Draft,0.4285714286,2,True,11,Kevin Knight,1999
False,College Draft,0.4,2,True,29,Wojtek Krakowiak,1999
False,College Draft,0.5428571429,2,True,0,Tom Poltl,1999
False,College Draft,0.6285714286,2,True,53,Greg Sutton,1999
False,College Draft,0.6571428571,2,True,0,Darren Warham,1999
False,College Draft,0.3714285714,2,True,32,John Wilson,1999
False,College Draft,0.7428571429,3,True,0,Todd Duncan,1999
False,College Draft,0.7714285714,3,True,18,David Hayes,1999
False,College Draft,0.7142857143,3,True,0,Kevin Kalish,1999
False,College Draft,0.8571428571,3,True,2,Eric Kvello,1999
False,College Draft,0.9714285714,3,True,0,Aaron Lewis,1999
False,College Draft,0.8,3,True,0,Jim Manganello,1999
False,College Draft,0.9142857143,3,True,0,Randy Merkel,1999
False,College Draft,0.8857142857,3,True,0,Bobby Meyer,1999
False,College Draft,1,3,True,106,Stefani Miglioranzi,1999
False,College Draft,0.6857142857,3,True,10,Leighton O'Brien,1999
False,College Draft,0.8285714286,3,True,0,Andrew Parrish,1999
True,SuperDraft,0.0428571429,1,True,117,Carlos Bocanegra,2000
False,SuperDraft,0.0285714286,1,True,85,Adin Brown,2000
True,SuperDraft,0.0714285714,1,True,211,Danny Califf,2000
True,SuperDraft,0.1571428571,1,True,217,Bobby Convey,2000
True,SuperDraft,0.0142857143,1,True,296,Nick García,2000
False,SuperDraft,0.0857142857,1,True,93,Wes Hart,2000
False,SuperDraft,0.0571428571,1,True,37,Aleksey Korol,2000
False,SuperDraft,0.1,1,True,15,Travis Mulraine,2000
False,SuperDraft,0,1,True,37,Steve Shak,2000
False,SuperDraft,0.1428571429,1,True,242,Sasha Victorine,2000
False,SuperDraft,0.1285714286,1,True,18,Alan Woods,2000
False,SuperDraft,0.2857142857,2,True,19,Roland Aguilera,2000
False,SuperDraft,0.1714285714,2,True,71,Stephen Armstrong,2000
False,SuperDraft,0.2,2,True,6,Peter Byaruhanga,2000
False,SuperDraft,0.2571428571,2,True,197,Eric Denton,2000
False,SuperDraft,0.2142857143,2,True,30,Justin Evans,2000
False,SuperDraft,0.2285714286,2,True,85,Martin Machon,2000
False,SuperDraft,0.3,2,True,97,Antonio Martínez,2000
False,SuperDraft,0.3285714286,2,True,0,Adrian Narine,2000
True,SuperDraft,0.1857142857,2,True,155,Rusty Pierce,2000
False,SuperDraft,0.2428571429,2,True,0,Joseph Ragusa,2000
False,SuperDraft,0.2714285714,2,True,12,Keyeno Thomas,2000
False,SuperDraft,0.3142857143,2,True,233,Peter Vagenas,2000
True,SuperDraft,0.4285714286,3,True,34,Shaker Asad,2000
False,SuperDraft,0.4714285714,3,True,0,Steve Bernal,2000
False,SuperDraft,0.3857142857,3,True,88,Jon Conway,2000
False,SuperDraft,0.3571428571,3,True,4,Jeff DiMaria,2000
False,SuperDraft,0.4428571429,3,True,3,Yuri Lavrinenko,2000
False,SuperDraft,0.4,3,True,27,José Retiz,2000
True,SuperDraft,0.4857142857,3,False,424,Nick Rimando,2000
True,SuperDraft,0.3714285714,3,True,1,Sergio Salas,2000
False,SuperDraft,0.4571428571,3,True,0,Brian Winters,2000
False,SuperDraft,0.3428571429,3,True,0,David Wright,2000
False,SuperDraft,0.5,3,True,1,Fabio Zúñiga,2000
False,SuperDraft,0.5142857143,4,True,0,Daniel Álvarez,2000
False,SuperDraft,0.5714285714,4,True,9,Mike Burke,2000
False,SuperDraft,0.5285714286,4,True,10,Adam Eyre,2000
False,SuperDraft,0.5571428571,4,True,0,Andrew Hemmerich,2000
False,SuperDraft,0.6571428571,4,True,0,Josh Henderson,2000
False,SuperDraft,0.6,4,True,33,Lance Key,2000
False,SuperDraft,0.6285714286,4,True,0,Christof Lindenmayer,2000
False,SuperDraft,0.6428571429,4,True,0,Brian Piesner,2000
